Frame3D
  156   156     1
END
  156                      X                      Y                      Z
    1   0.500000000000000000   0.000000000000000000   0.000000000000000000
    2   0.499594499085678934   0.020132970057334970   0.000000000000000000
    3   0.498378654066681803   0.040233284363604946   0.000000000000000000
    4   0.496354437048076136   0.060268340135492607   0.000000000000000000
    5   0.493525131317269217   0.080205640439262038   0.000000000000000000
    6   0.489895326018503996   0.100012846900904159   0.000000000000000000
    7   0.485470908709250304   0.119657832159097616   0.000000000000000000
    8   0.480259055810565105   0.139108731975906313   0.000000000000000000
    9   0.474268220966911236   0.158333996920689890   0.000000000000000000
   10   0.467508121334315407   0.177302443543395694   0.000000000000000000
   11   0.459989721819105246   0.195983304954228665   0.000000000000000000
   12   0.451725217292791248   0.214346280727659266   0.000000000000000000
   13   0.442728012811940908   0.232361586049824292   0.000000000000000000
   14   0.433012701875127359   0.250000000029604152   0.000000000000000000
   15   0.422595042752221872   0.267232913095014901   0.000000000000000000
   16   0.411491932924422044   0.284032373398038829   0.000000000000000000
   17   0.399721381676475862   0.300371132152624010   0.000000000000000000
   18   0.387302480885555689   0.316222687832314997   0.000000000000000000
   19   0.374255374054163925   0.331561329155825757   0.000000000000000000
   20   0.360601223637298018   0.346362176790831755   0.000000000000000000
   21   0.346362176716871251   0.360601223708338026   0.000000000000000000
   22   0.331561329079064770   0.374255374122168250   0.000000000000000000
   23   0.316222687752877929   0.387302480950414085   0.000000000000000000
   24   0.300371132070639757   0.399721381738083026   0.000000000000000000
   25   0.284032373313640396   0.411491932982678055   0.000000000000000000
   26   0.267232913008339235   0.422595042807032195   0.000000000000000000
   27   0.249999999940791751   0.433012701926403232   0.000000000000000000
   28   0.232361585959019290   0.442728012859599007   0.000000000000000000
   29   0.214346280635008879   0.451725217336754414   0.000000000000000000
   30   0.195983304859883162   0.459989721859302092   0.000000000000000000
   31   0.177302443447508201   0.467508121370680763   0.000000000000000000
   32   0.158333996823415923   0.474268220999386092   0.000000000000000000
   33   0.139108731877403552   0.480259055839096727   0.000000000000000000
   34   0.119657832059525848   0.485470908733792506   0.000000000000000000
   35   0.100012846800424993   0.489895326039016976   0.000000000000000000
   36   0.080205640338038439   0.493525131333719669   0.000000000000000000
   37   0.060268340033688646   0.496354437060437359   0.000000000000000000
   38   0.040233284261385768   0.498378654074933813   0.000000000000000000
   39   0.020132969954866478   0.499594499089808297   0.000000000000000000
   40  -0.000000000102551714   0.500000000000000000   0.000000000000000000
   41  -0.020132970159803455   0.499594499081549626   0.000000000000000000
   42  -0.040233284465824110   0.498378654058429849   0.000000000000000000
   43  -0.060268340237296533   0.496354437035714913   0.000000000000000000
   44  -0.080205640540485609   0.493525131300818765   0.000000000000000000
   45  -0.100012847001383409   0.489895325997991016   0.000000000000000000
   46  -0.119657832258669342   0.485470908684708047   0.000000000000000000
   47  -0.139108732074409103   0.480259055782033373   0.000000000000000000
   48  -0.158333997017963912   0.474268220934436435   0.000000000000000000
   49  -0.177302443639283241   0.467508121297950052   0.000000000000000000
   50  -0.195983305048574113   0.459989721778908400   0.000000000000000000
   51  -0.214346280820309543   0.451725217248828137   0.000000000000000000
   52  -0.232361586140629267   0.442728012764282752   0.000000000000000000
   53  -0.250000000118416499   0.433012701823851487   0.000000000000000000
   54  -0.267232913181690623   0.422595042697411438   0.000000000000000000
   55  -0.284032373482437150   0.411491932866166088   0.000000000000000000
   56  -0.300371132234608207   0.399721381614868754   0.000000000000000000
   57  -0.316222687911752065   0.387302480820697348   0.000000000000000000
   58  -0.331561329232586854   0.374255373986159545   0.000000000000000000
   59  -0.346362176864792370   0.360601223566257845   0.000000000000000000
   60  -0.360601223779378088   0.346362176642910746   0.000000000000000000
   61  -0.374255374190172629   0.331561329002303673   0.000000000000000000
   62  -0.387302481015272426   0.316222687673440861   0.000000000000000000
   63  -0.399721381799690079   0.300371131988655671   0.000000000000000000
   64  -0.411491933040934121   0.284032373229241908   0.000000000000000000
   65  -0.422595042861842574   0.267232912921663568   0.000000000000000000
   66  -0.433012701977678993   0.249999999851979543   0.000000000000000000
   67  -0.442728012907257218   0.232361585868214177   0.000000000000000000
   68  -0.451725217380717525   0.214346280542358575   0.000000000000000000
   69  -0.459989721899498882   0.195983304765537797   0.000000000000000000
   70  -0.467508121407046062   0.177302443351620681   0.000000000000000000
   71  -0.474268221031860893   0.158333996726142012   0.000000000000000000
   72  -0.480259055867628459   0.139108731778900652   0.000000000000000000
   73  -0.485470908758334707   0.119657831959954206   0.000000000000000000
   74  -0.489895326059529956   0.100012846699945770   0.000000000000000000
   75  -0.493525131350170121   0.080205640236814632   0.000000000000000000
   76  -0.496354437072798582   0.060268339931884761   0.000000000000000000
   77  -0.498378654083185768   0.040233284159166709   0.000000000000000000
   78  -0.499594499093937605   0.020132969852397931   0.000000000000000000
   79  -0.500000000000000000  -0.000000000205103429   0.000000000000000000
   80  -0.499594499077420262  -0.020132970262271888   0.000000000000000000
   81  -0.498378654050177838  -0.040233284568043169   0.000000000000000000
   82  -0.496354437023353690  -0.060268340339100307   0.000000000000000000
   83  -0.493525131284368312  -0.080205640641709416   0.000000000000000000
   84  -0.489895325977478036  -0.100012847101862618   0.000000000000000000
   85  -0.485470908660165845  -0.119657832358240970   0.000000000000000000
   86  -0.480259055753501751  -0.139108732172911781   0.000000000000000000
   87  -0.474268220901961635  -0.158333997115237740   0.000000000000000000
   88  -0.467508121261584753  -0.177302443735170762   0.000000000000000000
   89  -0.459989721738711499  -0.195983305142919673   0.000000000000000000
   90  -0.451725217204865026  -0.214346280912959930   0.000000000000000000
   91  -0.442728012716624597  -0.232361586231434297   0.000000000000000000
   92  -0.433012701772575781  -0.250000000207228734   0.000000000000000000
   93  -0.422595042642601060  -0.267232913268366346   0.000000000000000000
   94  -0.411491932807910077  -0.284032373566835528   0.000000000000000000
   95  -0.399721381553261590  -0.300371132316592404   0.000000000000000000
   96  -0.387302480755839118  -0.316222687991188967   0.000000000000000000
   97  -0.374255373918155165  -0.331561329309347952   0.000000000000000000
   98  -0.360601223495217782  -0.346362176938752930   0.000000000000000000
   99  -0.346362176568950186  -0.360601223850418151   0.000000000000000000
  100  -0.331561328925542631  -0.374255374258177009   0.000000000000000000
  101  -0.316222687594004015  -0.387302481080130656   0.000000000000000000
  102  -0.300371131906671307  -0.399721381861297353   0.000000000000000000
  103  -0.284032373144843697  -0.411491933099190021   0.000000000000000000
  104  -0.267232912834987679  -0.422595042916653119   0.000000000000000000
  105  -0.249999999763166947  -0.433012702028954921   0.000000000000000000
  106  -0.232361585777409341  -0.442728012954915318   0.000000000000000000
  107  -0.214346280449707993  -0.451725217424680803   0.000000000000000000
  108  -0.195983304671192349  -0.459989721939695728   0.000000000000000000
  109  -0.177302443255733383  -0.467508121443411362   0.000000000000000000
  110  -0.158333996628867740  -0.474268221064335804   0.000000000000000000
  111  -0.139108731680398084  -0.480259055896160081   0.000000000000000000
  112  -0.119657831860382244  -0.485470908782877020   0.000000000000000000
  113  -0.100012846599466562  -0.489895326080042881   0.000000000000000000
  114  -0.080205640135591144  -0.493525131366620518   0.000000000000000000
  115  -0.060268339830080543  -0.496354437085159861   0.000000000000000000
  116  -0.040233284056947538  -0.498378654091437778   0.000000000000000000
  117  -0.020132969749929164  -0.499594499098066969   0.000000000000000000
  118   0.000000000307655143  -0.500000000000000000   0.000000000000000000
  119   0.020132970364740432  -0.499594499073290899   0.000000000000000000
  120   0.040233284670262118  -0.498378654041925884   0.000000000000000000
  121   0.060268340440904525  -0.496354437010992411   0.000000000000000000
  122   0.080205640742933335  -0.493525131267917805   0.000000000000000000
  123   0.100012847202341826  -0.489895325956965055   0.000000000000000000
  124   0.119657832457812724  -0.485470908635623644   0.000000000000000000
  125   0.139108732271414348  -0.480259055724970130   0.000000000000000000
  126   0.158333997212511984  -0.474268220869486723   0.000000000000000000
  127   0.177302443831058476  -0.467508121225219286   0.000000000000000000
  128   0.195983305237265149  -0.459989721698514653   0.000000000000000000
  129   0.214346281005610345  -0.451725217160901860   0.000000000000000000
  130   0.232361586322239133  -0.442728012668966553   0.000000000000000000
  131   0.250000000296040914  -0.433012701721300020   0.000000000000000000
  132   0.267232913355041846  -0.422595042587790792   0.000000000000000000
  133   0.284032373651234127  -0.411491932749653955   0.000000000000000000
  134   0.300371132398576657  -0.399721381491654426   0.000000000000000000
  135   0.316222688070626035  -0.387302480690980777   0.000000000000000000
  136   0.331561329386108661  -0.374255373850151118   0.000000000000000000
  137   0.346362177012713324  -0.360601223424177886   0.000000000000000000
  138   0.360601223921458380  -0.346362176494989460   0.000000000000000000
  139   0.374255374326181334  -0.331561328848781589   0.000000000000000000
  140   0.387302481144988997  -0.316222687514566947   0.000000000000000000
  141   0.399721381922904240  -0.300371131824687387   0.000000000000000000
  142   0.411491933157446033  -0.284032373060445265   0.000000000000000000
  143   0.422595042971463497  -0.267232912748311957   0.000000000000000000
  144   0.433012702080230794  -0.249999999674354573   0.000000000000000000
  145   0.442728013002573473  -0.232361585686604311   0.000000000000000000
  146   0.451725217468643747  -0.214346280357057994   0.000000000000000000
  147   0.459989721979892574  -0.195983304576846873   0.000000000000000000
  148   0.467508121479776662  -0.177302443159845863   0.000000000000000000
  149   0.474268221096810660  -0.158333996531593718   0.000000000000000000
  150   0.480259055924691758  -0.139108731581895323   0.000000000000000000
  151   0.485470908807419166  -0.119657831760810920   0.000000000000000000
  152   0.489895326100555861  -0.100012846498987354   0.000000000000000000
  153   0.493525131383070970  -0.080205640034367448   0.000000000000000000
  154   0.496354437097521139  -0.060268339728276547   0.000000000000000000
  155   0.498378654099689733  -0.040233283954728367   0.000000000000000000
  156   0.499594499102196277  -0.020132969647461064   0.000000000000000000
END
