    FLAG
     506     930       1
     END
     506                   X                   Y                   Z
     110      55      67      69       3       1
     111      72      57      64       3       1
     112      61      60      73       3       1
     113      56      71      67       3       1
     114      64      58      74       3       1
     115      63      61      75       3       1
     116      74      58      68       3       1
     117      66      59      76       3       1
     118      66      77      60       3       1
     119      59      69      76       3       1
     120      65      63      78       3       1
     121      61      73      75       3       1
     122      77      73      60       3       1
     123      62      70      79       3       1
     124      71      62      79       3       1
     125      68      65      80       3       1
     126      75      78      63       3       1
     127      72      64      81       3       1
     128      69      67      82       3       1
     129      81      64      74       3       1
     130      67      71      82       3       1
     131      80      65      78       3       1
     132      83      74      68       3       1
     133      84      66      76       3       1
     134      77      66      84       3       1
     135      69      85      76       3       1
     136      73      86      75       3       1
     137      80      87      68       3       1
     138      69      82      85       3       1
     139      79      70      88       3       1
     140      87      83      68       3       1
     141      79      89      71       3       1
     142      90      73      77       3       1
     143      82      71      89       3       1
     144      91      72      81       3       1
     145      75      92      78       3       1
     146      81      74      93       3       1
     147      86      73      90       3       1
     148      83      93      74       3       1
     149      80      78      94       3       1
     150      92      75      86       3       1
     151      84      76      95       3       1
     152      76      85      95       3       1
     153      77      84      96       3       1
     154      80      94      87       3       1
     155      90      77      96       3       1
     156      79      88      97       3       1
     157      94      78      92       3       1
     158      79      97      89       3       1
     159      85      82      98       3       1
     160      89      98      82       3       1
     161      99      83      87       3       1
     162     100      91      81       3       1
     163     100      81      93       3       1
     164      86      90     101       3       1
     165     102      93      83       3       1
     166      86     103      92       3       1
     167      95     104      84       3       1
     168      99     102      83       3       1
     169      84     104      96       3       1
     170      85     105      95       3       1
     171      87      94     106       3       1
     172      85      98     105       3       1
     173     101     103      86       3       1
     174      88     107      97       3       1
     175      87     106      99       3       1
     176      94      92     108       3       1
     177      90      96     109       3       1
     178      89      97     110       3       1
     179      89     110      98       3       1
     180     109     101      90       3       1
     181     100     111      91       3       1
     182      92     103     108       3       1
     183     100      93     112       3       1
     184     112      93     102       3       1
     185      94     108     106       3       1
     186      95     113     104       3       1
     187     105     113      95       3       1
     188     104     114      96       3       1
     189      99     115     102       3       1
     190      98     116     105       3       1
     191      96     114     109       3       1
     192     107     117      97       3       1
     193     101     118     103       3       1
     194     110      97     117       3       1
     195      99     106     119       3       1
     196     110     120      98       3       1
     197     109     121     101       3       1
     198     122     111     100       3       1
     199      99     119     115       3       1
     200     112     122     100       3       1
     201     108     103     123       3       1
     202      98     120     116       3       1
     203     112     102     124       3       1
     204     106     108     125       3       1
     205     101     121     118       3       1
     206     124     102     115       3       1
     207     104     113     126       3       1
     208     103     118     123       3       1
     209     104     126     114       3       1
     210     105     127     113       3       1
     211     105     116     127       3       1
     212     125     119     106       3       1
     213     114     128     109       3       1
     214     107     129     117       3       1
     215     123     125     108       3       1
     216     110     117     130       3       1
     217     109     128     121       3       1
     218     110     130     120       3       1
     219     131     111     122       3       1
     220     132     122     112       3       1
     221     115     119     133       3       1
     222     132     112     124       3       1
     223     116     120     134       3       1
     224     124     115     133       3       1
     225     113     135     126       3       1
     226     135     113     127       3       1
     227     121     136     118       3       1
     228     137     114     126       3       1
     229     123     118     138       3       1
     230     137     128     114       3       1
     231     116     139     127       3       1
     232     130     134     120       3       1
     233     140     119     125       3       1
     234     117     129     141       3       1
     235     141     130     117       3       1
     236     116     134     139       3       1
     237     142     125     123       3       1
     238     121     128     143       3       1
     239     118     136     138       3       1
     240     133     119     144       3       1
     241     131     122     145       3       1
     242     132     145     122       3       1
     243     121     143     136       3       1
     244     132     124     146       3       1
     245     138     142     123       3       1
     246     144     119     140       3       1
     247     146     124     133       3       1
     248     142     140     125       3       1
     249     147     126     135       3       1
     250     137     126     147       3       1
     251     135     127     148       3       1
     252     130     149     134       3       1
     253     148     127     139       3       1
     254     137     150     128       3       1
     255     141     149     130       3       1
     256     141     129     151       3       1
     257     128     150     143       3       1
     258     134     152     139       3       1
     259     138     136     153       3       1
     260     154     131     145       3       1
     261     155     145     132       3       1
     262     132     146     155       3       1
     263     156     133     144       3       1
     264     146     133     156       3       1
     265     136     143     157       3       1
     266     138     158     142       3       1
     267     135     159     147       3       1
     268     148     159     135       3       1
     269     142     160     140       3       1
     270     149     161     134       3       1
     271     153     136     157       3       1
     272     144     140     162       3       1
     273     163     137     147       3       1
     274     134     161     152       3       1
     275     158     138     153       3       1
     276     163     150     137       3       1
     277     148     139     164       3       1
     278     141     165     149       3       1
     279     152     164     139       3       1
     280     141     151     165       3       1
     281     143     150     166       3       1
     282     142     158     160       3       1
     283     140     160     162       3       1
     284     167     154     145       3       1
     285     166     157     143       3       1
     286     167     145     155       3       1
     287     156     144     168       3       1
     288     169     155     146       3       1
     289     169     146     156       3       1
     290     144     162     168       3       1
     291     170     147     159       3       1
     292     171     159     148       3       1
     293     170     163     147       3       1
     294     149     172     161       3       1
     295     164     171     148       3       1
     296     153     157     173       3       1
     297     153     174     158       3       1
     298     149     165     172       3       1
     299     163     175     150       3       1
     300     152     161     176       3       1
     301     150     175     166       3       1
     302     151     177     165       3       1
     303     152     178     164       3       1
     304     160     158     179       3       1
     305     153     173     174       3       1
     306     167     180     154       3       1
     307     167     155     181       3       1
     308     162     160     182       3       1
     309     169     181     155       3       1
     310     166     183     157       3       1
     311     152     176     178       3       1
     312     184     156     168       3       1
     313     169     156     184       3       1
     314     179     158     174       3       1
     315     183     173     157       3       1
     316     159     185     170       3       1
     317     171     185     159       3       1
     318     186     168     162       3       1
     319     172     187     161       3       1
     320     160     179     182       3       1
     321     170     188     163       3       1
     322     164     189     171       3       1
     323     176     161     187       3       1
     324     163     188     175       3       1
     325     165     190     172       3       1
     326     162     182     186       3       1
     327     189     164     178       3       1
     328     177     190     165       3       1
     329     166     175     191       3       1
     330     167     192     180       3       1
     331     181     192     167       3       1
     332     193     174     173       3       1
     333     166     191     183       3       1
     334     194     181     169       3       1
     335     184     168     195       3       1
     336     174     196     179       3       1
     337     186     195     168       3       1
     338     184     197     169       3       1
     339     198     178     176       3       1
     340     170     185     199       3       1
     341     183     200     173       3       1
     342     188     170     199       3       1
     343     201     185     171       3       1
     344     197     194     169       3       1
     345     201     171     189       3       1
     346     198     176     187       3       1
     347     172     202     187       3       1
     348     193     196     174       3       1
     349     190     202     172       3       1
     350     182     179     203       3       1
     351     200     193     173       3       1
     352     175     188     204       3       1
     353     191     175     204       3       1
     354     177     205     190       3       1
     355     189     178     206       3       1
     356     182     207     186       3       1
     357     184     195     197       3       1
     358     203     179     196       3       1
     359     192     208     180       3       1
     360     209     192     181       3       1
     361     198     206     178       3       1
     362     209     181     194       3       1
     363     183     191     210       3       1
     364     182     203     207       3       1
     365     195     186     211       3       1
     366     183     210     200       3       1
     367     199     185     212       3       1
     368     185     201     212       3       1
     369     187     213     198       3       1
     370     199     214     188       3       1
     371     187     202     213       3       1
     372     186     207     211       3       1
     373     215     196     193       3       1
     374     204     188     214       3       1
     375     189     216     201       3       1
     376     217     194     197       3       1
     377     190     218     202       3       1
     378     206     216     189       3       1
     379     197     195     219       3       1
     380     190     205     218       3       1
     381     200     220     193       3       1
     382     221     191     204       3       1
     383     222     203     196       3       1
     384     210     191     221       3       1
     385     223     208     192       3       1
     386     209     223     192       3       1
     387     195     211     219       3       1
     388     224     209     194       3       1
     389     220     215     193       3       1
     390     198     225     206       3       1
     391     222     196     215       3       1
     392     197     219     217       3       1
     393     217     224     194       3       1
     394     207     203     226       3       1
     395     225     198     213       3       1
     396     200     210     227       3       1
     397     199     212     228       3       1
     398     199     228     214       3       1
     399     212     201     229       3       1
     400     202     230     213       3       1
     401     201     216     229       3       1
     402     200     227     220       3       1
     403     211     207     231       3       1
     404     202     218     230       3       1
     405     232     204     214       3       1
     406     226     203     222       3       1
     407     233     216     206       3       1
     408     205     234     218       3       1
     409     221     204     232       3       1
     410     231     207     226       3       1
     411     233     206     225       3       1
     412     219     211     235       3       1
     413     223     236     208       3       1
     414     237     210     221       3       1
     415     209     238     223       3       1
     416     224     238     209       3       1
     417     227     210     237       3       1
     418     239     215     220       3       1
     419     217     219     240       3       1
     420     235     211     231       3       1
     421     222     215     241       3       1
     422     225     213     242       3       1
     423     228     212     243       3       1
     424     212     229     243       3       1
     425     217     244     224       3       1
     426     245     214     228       3       1
     427     230     246     213       3       1
     428     232     214     245       3       1
     429     229     216     247       3       1
     430     240     219     235       3       1
     431     239     241     215       3       1
     432     220     227     248       3       1
     433     216     233     247       3       1
     434     218     249     230       3       1
     435     250     226     222       3       1
     436     234     249     218       3       1
     437     217     240     244       3       1
     438     246     242     213       3       1
     439     221     232     251       3       1
     440     239     220     248       3       1
     441     221     251     237       3       1
     442     252     231     226       3       1
     443     225     253     233       3       1
     444     236     223     254       3       1
     445     222     241     250       3       1
     446     238     254     223       3       1
     447     255     238     224       3       1
     448     237     256     227       3       1
     449     242     253     225       3       1
     450     231     257     235       3       1
     451     244     255     224       3       1
     452     252     226     250       3       1
     453     243     258     228       3       1
     454     229     259     243       3       1
     455     258     245     228       3       1
     456     248     227     256       3       1
     457     235     260     240       3       1
     458     229     247     259       3       1
     459     230     261     246       3       1
     460     232     245     262       3       1
     461     249     261     230       3       1
     462     257     231     252       3       1
     463     263     247     233       3       1
     464     264     241     239       3       1
     465     232     262     251       3       1
     466     234     265     249       3       1
     467     233     253     263       3       1
     468     244     240     266       3       1
     469     235     257     260       3       1
     470     267     239     248       3       1
     471     268     237     251       3       1
     472     246     269     242       3       1
     473     254     270     236       3       1
     474     237     268     256       3       1
     475     271     250     241       3       1
     476     272     254     238       3       1
     477     255     272     238       3       1
     478     240     260     266       3       1
     479     242     273     253       3       1
     480     264     239     267       3       1
     481     244     274     255       3       1
     482     246     261     269       3       1
     483     243     275     258       3       1
     484     264     271     241       3       1
     485     275     243     259       3       1
     486     252     250     276       3       1
     487     277     245     258       3       1
     488     248     256     278       3       1
     489     269     273     242       3       1
     490     277     262     245       3       1
     491     244     266     274       3       1
     492     259     247     279       3       1
     493     263     279     247       3       1
     494     280     257     252       3       1
     495     249     281     261       3       1
     496     278     267     248       3       1
     497     249     265     281       3       1
     498     251     262     282       3       1
     499     271     276     250       3       1
     500     283     263     253       3       1
     501     282     268     251       3       1
     502     284     260     257       3       1
     503     276     280     252       3       1
     504     253     273     283       3       1
     505     285     270     254       3       1
     506     256     268     286       3       1
     507     272     285     254       3       1
     508     287     266     260       3       1
     509     288     272     255       3       1
     510     255     274     288       3       1
     511     261     289     269       3       1
     512     278     256     286       3       1
     513     290     264     267       3       1
     514     284     257     280       3       1
     515     275     291     258       3       1
     516     291     277     258       3       1
     517     275     259     292       3       1
     518     293     271     264       3       1
     519     259     279     292       3       1
     520     261     281     289       3       1
     521     287     260     284       3       1
     522     277     294     262       3       1
     523     295     274     266       3       1
     524     269     296     273       3       1
     525     294     282     262       3       1
     526     263     297     279       3       1
     527     263     283     297       3       1
     528     278     298     267       3       1
     529     265     299     281       3       1
     530     300     276     271       3       1
     531     293     264     290       3       1
     532     287     295     266       3       1
     533     301     268     282       3       1
     534     286     268     301       3       1
     535     298     290     267       3       1
     536     285     302     270       3       1
     537     295     288     274       3       1
     538     303     283     273       3       1
     539     276     304     280       3       1
     540     272     305     285       3       1
     541     269     289     306       3       1
     542     293     300     271       3       1
     543     288     305     272       3       1
     544     278     286     307       3       1
     545     269     306     296       3       1
     546     273     296     303       3       1
     547     280     308     284       3       1
     548     275     309     291       3       1
     549     292     309     275       3       1
     550     310     277     291       3       1
     551     300     304     276       3       1
     552     289     281     311       3       1
     553     310     294     277       3       1
     554     307     298     278       3       1
     555     292     279     312       3       1
     556     313     287     284       3       1
     557     312     279     297       3       1
     558     314     282     294       3       1
     559     299     311     281       3       1
     560     280     304     308       3       1
     561     283     315     297       3       1
     562     301     282     314       3       1
     563     287     316     295       3       1
     564     290     317     293       3       1
     565     283     303     315       3       1
     566     295     318     288       3       1
     567     308     313     284       3       1
     568     302     285     319       3       1
     569     320     286     301       3       1
     570     319     285     305       3       1
     571     298     321     290       3       1
     572     307     286     320       3       1
     573     322     305     288       3       1
     574     323     300     293       3       1
     575     306     289     324       3       1
     576     289     311     324       3       1
     577     325     303     296       3       1
     578     326     291     309       3       1
     579     326     310     291       3       1
     580     313     327     287       3       1
     581     290     321     317       3       1
     582     322     288     318       3       1
     583     292     328     309       3       1
     584     295     316     318       3       1
     585     287     327     316       3       1
     586     306     329     296       3       1
     587     328     292     312       3       1
     588     323     293     317       3       1
     589     310     330     294       3       1
     590     304     300     331       3       1
     591     307     332     298       3       1
     592     314     294     330       3       1
     593     333     312     297       3       1
     594     299     334     311       3       1
     595     333     297     315       3       1
     596     308     304     335       3       1
     597     329     325     296       3       1
     598     301     314     336       3       1
     599     332     321     298       3       1
     600     331     300     323       3       1
     601     337     315     303       3       1
     602     336     320     301       3       1
     603     338     302     319       3       1
     604     306     324     329       3       1
     605     308     339     313       3       1
     606     319     305     340       3       1
     607     325     337     303       3       1
     608     340     305     322       3       1
     609     341     307     320       3       1
     610     335     304     331       3       1
     611     316     342     318       3       1
     612     324     311     343       3       1
     613     326     309     344       3       1
     614     313     339     327       3       1
     615     332     307     341       3       1
     616     326     345     310       3       1
     617     344     309     328       3       1
     618     321     346     317       3       1
     619     345     330     310       3       1
     620     322     318     347       3       1
     621     311     334     343       3       1
     622     348     323     317       3       1
     623     328     312     349       3       1
     624     308     335     350       3       1
     625     333     349     312       3       1
     626     351     316     327       3       1
     627     314     330     352       3       1
     628     308     350     339       3       1
     629     333     315     353       3       1
     630     314     352     336       3       1
     631     337     353     315       3       1
     632     354     329     324       3       1
     633     318     342     347       3       1
     634     332     355     321       3       1
     635     351     342     316       3       1
     636     340     322     347       3       1
     637     329     356     325       3       1
     638     357     331     323       3       1
     639     348     317     346       3       1
     640     358     320     336       3       1
     641     359     338     319       3       1
     642     359     319     340       3       1
     643     358     341     320       3       1
     644     321     355     346       3       1
     645     325     360     337       3       1
     646     327     339     361       3       1
     647     348     357     323       3       1
     648     362     335     331       3       1
     649     324     343     363       3       1
     650     326     344     364       3       1
     651     326     364     345       3       1
     652     344     328     365       3       1
     653     329     354     356       3       1
     654     366     332     341       3       1
     655     327     361     351       3       1
     656     325     356     360       3       1
     657     324     363     354       3       1
     658     349     365     328       3       1
     659     367     330     345       3       1
     660     343     334     368       3       1
     661     362     350     335       3       1
     662     367     352     330       3       1
     663     357     362     331       3       1
     664     333     369     349       3       1
     665     366     355     332       3       1
     666     333     353     369       3       1
     667     347     370     340       3       1
     668     336     352     371       3       1
     669     372     347     342       3       1
     670     350     373     339       3       1
     671     337     374     353       3       1
     672     358     336     371       3       1
     673     351     375     342       3       1
     674     376     348     346       3       1
     675     337     360     374       3       1
     676     373     361     339       3       1
     677     377     338     359       3       1
     678     359     340     378       3       1
     679     358     379     341       3       1
     680     380     346     355       3       1
     681     341     379     366       3       1
     682     348     381     357       3       1
     683     343     382     363       3       1
     684     340     370     378       3       1
     685     375     372     342       3       1
     686     372     370     347       3       1
     687     344     383     364       3       1
     688     344     365     383       3       1
     689     343     368     382       3       1
     690     345     364     384       3       1
     691     354     385     356       3       1
     692     367     345     384       3       1
     693     362     386     350       3       1
     694     361     387     351       3       1
     695     349     388     365       3       1
     696     380     376     346       3       1
     697     389     360     356       3       1
     698     376     381     348       3       1
     699     349     369     388       3       1
     700     363     390     354       3       1
     701     350     386     373       3       1
     702     357     391     362       3       1
     703     392     352     367       3       1
     704     351     387     375       3       1
     705     393     355     366       3       1
     706     392     371     352       3       1
     707     369     353     394       3       1
     708     353     374     394       3       1
     709     358     371     395       3       1
     710     380     355     393       3       1
     711     354     390     385       3       1
     712     356     385     389       3       1
     713     396     374     360       3       1
     714     373     397     361       3       1
     715     358     395     379       3       1
     716     398     377     359       3       1
     717     378     398     359       3       1
     718     381     399     357       3       1
     719     391     386     362       3       1
     720     372     400     370       3       1
     721     389     396     360       3       1
     722     397     387     361       3       1
     723     382     401     363       3       1
     724     402     366     379       3       1
     725     357     399     391       3       1
     726     403     372     375       3       1
     727     383     404     364       3       1
     728     404     384     364       3       1
     729     405     378     370       3       1
     730     401     390     363       3       1
     731     383     365     406       3       1
     732     382     368     407       3       1
     733     365     388     406       3       1
     734     408     367     384       3       1
     735     393     366     402       3       1
     736     380     409     376       3       1
     737     369     410     388       3       1
     738     392     367     408       3       1
     739     376     411     381       3       1
     740     412     373     386       3       1
     741     369     394     410       3       1
     742     370     400     405       3       1
     743     387     413     375       3       1
     744     403     400     372       3       1
     745     414     371     392       3       1
     746     414     395     371       3       1
     747     412     397     373       3       1
     748     394     374     415       3       1
     749     374     396     415       3       1
     750     416     380     393       3       1
     751     382     407     401       3       1
     752     413     403     375       3       1
     753     379     395     417       3       1
     754     411     399     381       3       1
     755     398     418     377       3       1
     756     378     419     398       3       1
     757     391     420     386       3       1
     758     417     402     379       3       1
     759     405     419     378       3       1
     760     421     387     397       3       1
     761     416     409     380       3       1
     762     409     422     376       3       1
     763     376     422     411       3       1
     764     383     423     404       3       1
     765     406     423     383       3       1
     766     404     424     384       3       1
     767     391     399     425       3       1
     768     424     408     384       3       1
     769     420     412     386       3       1
     770     388     426     406       3       1
     771     421     413     387       3       1
     772     393     402     427       3       1
     773     388     410     426       3       1
     774     428     392     408       3       1
     775     394     429     410       3       1
     776     414     392     428       3       1
     777     398     419     418       3       1
     778     391     425     420       3       1
     779     427     416     393       3       1
     780     394     415     429       3       1
     781     412     430     397       3       1
     782     431     395     414       3       1
     783     411     432     399       3       1
     784     431     417     395       3       1
     785     430     421     397       3       1
     786     433     402     417       3       1
     787     432     425     399       3       1
     788     416     434     409       3       1
     789     404     423     435       3       1
     790     427     402     433       3       1
     791     435     424     404       3       1
     792     406     436     423       3       1
     793     409     437     422       3       1
     794     406     426     436       3       1
     795     420     438     412       3       1
     796     424     439     408       3       1
     797     411     422     440       3       1
     798     439     428     408       3       1
     799     441     426     410       3       1
     800     427     434     416       3       1
     801     410     429     441       3       1
     802     412     438     430       3       1
     803     434     437     409       3       1
     804     411     440     432       3       1
     805     442     414     428       3       1
     806     431     414     442       3       1
     807     443     420     425       3       1
     808     444     417     431       3       1
     809     433     417     444       3       1
     810     443     438     420       3       1
     811     432     445     425       3       1
     812     423     446     435       3       1
     813     423     436     446       3       1
     814     435     447     424       3       1
     815     448     422     437       3       1
     816     427     433     449       3       1
     817     447     439     424       3       1
     818     448     440     422       3       1
     819     450     434     427       3       1
     820     425     445     443       3       1
     821     436     426     451       3       1
     822     441     451     426       3       1
     823     439     452     428       3       1
     824     452     442     428       3       1
     825     434     453     437       3       1
     826     440     454     432       3       1
     827     450     427     449       3       1
     828     433     444     449       3       1
     829     455     431     442       3       1
     830     444     431     455       3       1
     831     432     454     445       3       1
     832     435     446     456       3       1
     833     450     453     434       3       1
     834     435     456     447       3       1
     835     436     457     446       3       1
     836     437     458     448       3       1
     837     436     451     457       3       1
     838     447     459     439       3       1
     839     460     440     448       3       1
     840     458     437     453       3       1
     841     459     452     439       3       1
     842     460     454     440       3       1
     843     449     444     461       3       1
     844     452     462     442       3       1
     845     462     455     442       3       1
     846     463     450     449       3       1
     847     464     444     455       3       1
     848     465     456     446       3       1
     849     446     457     465       3       1
     850     450     466     453       3       1
     851     464     461     444       3       1
     852     447     456     467       3       1
     853     463     449     461       3       1
     854     447     467     459       3       1
     855     468     448     458       3       1
     856     448     468     460       3       1
     857     463     466     450       3       1
     858     469     458     453       3       1
     859     459     470     452       3       1
     860     470     462     452       3       1
     861     469     453     466       3       1
     862     462     471     455       3       1
     863     471     464     455       3       1
     864     465     472     456       3       1
     865     456     472     467       3       1
     866     461     473     463       3       1
     867     464     474     461       3       1
     868     475     468     458       3       1
     869     475     458     469       3       1
     870     467     476     459       3       1
     871     476     470     459       3       1
     872     477     466     463       3       1
     873     461     474     473       3       1
     874     471     474     464       3       1
     875     470     478     462       3       1
     876     478     471     462       3       1
     877     477     463     473       3       1
     878     466     479     469       3       1
     879     467     472     480       3       1
     880     477     479     466       3       1
     881     467     480     476       3       1
     882     469     481     475       3       1
     883     471     482     474       3       1
     884     476     483     470       3       1
     885     479     481     469       3       1
     886     484     473     474       3       1
     887     470     483     478       3       1
     888     478     482     471       3       1
     889     485     477     473       3       1
     890     480     486     476       3       1
     891     485     473     484       3       1
     892     477     487     479       3       1
     893     488     474     482       3       1
     894     486     483     476       3       1
     895     488     484     474       3       1
     896     489     482     478       3       1
     897     485     487     477       3       1
     898     490     481     479       3       1
     899     483     489     478       3       1
     900     490     479     487       3       1
     901     486     491     483       3       1
     902     484     492     485       3       1
     903     483     491     489       3       1
     904     488     482     493       3       1
     905     489     493     482       3       1
     906     488     492     484       3       1
     907     494     487     485       3       1
     908     492     494     485       3       1
     909     487     495     490       3       1
     910     491     496     489       3       1
     911     494     495     487       3       1
     912     488     497     492       3       1
     913     496     493     489       3       1
     914     488     493     497       3       1
     915     492     498     494       3       1
     916     494     499     495       3       1
     917     496     500     493       3       1
     918     493     500     497       3       1
     919     492     497     501       3       1
     920     498     499     494       3       1
     921     492     501     498       3       1
     922     497     500     502       3       1
     923     497     502     501       3       1
     924     503     499     498       3       1
     925     501     504     498       3       1
     926     504     503     498       3       1
     927     501     502     505       3       1
     928     501     505     504       3       1
     929     504     506     503       3       1
     930     504     505     506       3       1
     END
      21    XTRA    YTRA    ZTRA    XROT    YROT    ZROT
       2       1       2       3       4       5       6
       4       1       2       3       4       5       6
       8       1       2       3       4       5       6
      14       1       2       3       4       5       6
      22       1       2       3       4       5       6
      32       1       2       3       4       5       6
      44       1       2       3       4       5       6
      57       1       2       3       4       5       6
      72       1       2       3       4       5       6
      91       1       2       3       4       5       6
     111       1       2       3       4       5       6
     131       1       2       3       4       5       6
     154       1       2       3       4       5       6
     180       1       2       3       4       5       6
     208       1       2       3       4       5       6
     236       1       2       3       4       5       6
     270       1       2       3       4       5       6
     302       1       2       3       4       5       6
     338       1       2       3       4       5       6
     377       1       2       3       4       5       6
     418       1       2       3       4       5       6
     END
       1              E              G              h            RHO          GAMMA             Ix          ALPHA           BETA
       1      0.100D+01      0.100D+01      0.100D+01      0.100D+01      0.100D+01      0.100D+01      0.150D+01      0.500D+00
     END
